school_name,school_address,latitude
Alexander Hamilton High School,"98 S Goodwin Ave Elmsford, NY 10523",
Bayonne High School,Bayonne High School,
Sayreville War Memorial High School,"820 Washington Road Parlin, NJ 08859",
"Science, Technology & Research High School at Erasmus","911 Flatbush Ave Brooklyn, NY 11226",
Toms River High School South,"55 Hyers Street Toms River, NJ 08753",
Gaynor McCown Expeditionary Learning School,"100 Essex Dr Staten Island, NY 10314",
East Rockaway Junior/Senior High School,"443 Ocean Ave East Rockaway, NY 11518",
H.S. 560 - City-As-School,"16 Clarkson St New York, NY 10014",
Queens Gateway to Health Sciences Secondary School,"160-20 Goethals Ave, NY 11432",
Curtis High School,"105 Hamilton Ave Staten Island, NY 10301",
Brooklyn International High School at Waters Edge,"49 Flatbush Ave, NY 11201",
Norwalk High School,"23 Calvin Murphy Street Norwalk, CT 06851",
Franklin D. Roosevelt High School,"5800 20th Ave Brooklyn, NY 11204",
Union Square Academy for Health Sciences,"40 Irving Pl New York, NY 10003",
Lyndhurst High School,"400 Weart Avenue Lyndhurst, NJ 07071",
Art & Design High School,"231-249 E 56th St New York, NY 10019",
Achievement First - Endeavor School,"510 Waverly Ave Brooklyn, NY 11238",
New Visions Charter High School for Advanced Math and Science 2,"900 Tinton Ave Bronx, NY 10456",
East-West School of International Studies,"46-21 Colden St Flushing, NY 11355",
Stamford High School,"55 Strawberry Hill Ave Stamford, CT 06902",
The Michael J. Petrides School,"715 Ocean Terr Staten Island, NY 10301",
New Utrecht High School,"1601 80th St Brooklyn, NY 11214",
Bellport Senior High School,"205 Beaver Dam Rd Brookhaven, NY 11719",
John Dewey High School,John Dewey High School,
Pelham Preparatory Academy,"925 Astor Ave Bronx, NY 10469",
Urban Assembly School for Criminal Justice,"4200 16th Ave Brooklyn, NY 11204",
"Math, Engineering & Science Charter High School","231 Palmetto St Brooklyn, NY 11221",
Dunellen High School,Dunellen High School,
Brick Township Memorial High School,"2001 Lanes Mill Rd Brick, NJ 08724",
Bunnell High School,"1 Bulldog Blvd.Stratford, CT 06614",
Coney Island Preparatory Public Charter School,"501 West Ave Brooklyn, NY 11224",
Information Technology High School,"21-16 44th Rd Long Island City, NY 11101",
The Urban Assembly School for Emergency Management,"411 Pearl St New York, NY 10038",
Glen Cove High School,"150 Dosoris Ln Glen Cove, NY 11542",
East Orange STEM Academy,"129 Renshaw Avenue East Orange, NJ 07017",
Hoboken Charter School,"713 Washington St Hoboken, NJ 07030",
Eastport-South Manor Junior/Senior High School,"543 Moriches-Middle Island Rd, NY 11949",
Knowledge & Power Prep Academy International High School,"500 E Fordham Rd Bronx, NY 10458",
High School for Public Service: Heroes of Tomorrow,"600 Kingston Ave Brooklyn, NY 11203",
The Queens School of Inquiry,"158-40 76th Rd, NY 11366",
Urban Assembly School for Law & Justice,"283 Adams St Brooklyn, NY 11201",
Academy for Law & Public Safety,"Butler High School, NJ 07405",
Bronx Preparatory Charter School,"3872 3rd Ave Bronx, NY 10457",
Lower East Side Preparatory High School,Lower East Side Preparatory High School,
The International High School at LaGuardia Community College,"45-35 Van Dam St, NY 11101",
Hawthorne High School,"160 Parmelee Avenue Hawthorne, NJ 07506",
New Visions Charter High School - Advanced Math & Science,"99 Terrace View Ave, NY 10463",
Information Technology & Software Engineering at the Fairchild Wheeler Campus,"840 Old Town Road Bridgeport, CT 06606",
Origins High School,"3000 Ave, NY 11235",
A. Hamilton Preparatory Academy,"310 Cherry St Elizabeth, NJ 07208",
Newark Technical School,"91 West Market Street Newark, NJ 07103",
Summit Academy Charter School,"27 Huntington St Brooklyn, NY 11231",
Wood-Ridge Junior/Senior High School,"258 Hackensack St Wood Ridge, NJ 07075",
Lodi High School,"99 Putnam Street Lodi, NJ 07644",
Brooklyn Institute for Liberal Arts,"600 Kingston Ave Brooklyn, NY 11203",
The Brooklyn School for Math and Research,"400 Irving Ave Brooklyn, NY 11237",
Saddle Brook Middle/High School,"355 Mayhill Street Saddle Brook, NJ 07663",
South River High School,"11 Montgomery Street South River, NJ 08882",
Hillside Arts & Letters Academy,"167-01 Gothic Dr, NY 11432",
Young Women's Leadership School of Queens,"150-91 87th Rd Jamaica, NY 11432",
The New Visions Charter High School for the Humanities,"99 Terrace View Ave, NY 10463",
Jackson Liberty High School,"125 North Hope Chapel Road Jackson, NJ 08527",
Business Technology Early College High School,"230-17 Hillside Ave Queens Village, NY 11427",
Dover High School,"100 Grace Street Dover, NJ 07801",
Kingsborough Early College School,"2630 Benson Ave Brooklyn, NY 11214",
Brentwood High School,"2 6th Ave Brentwood, NY 11717",
Bloomfield Technical School,"209 Franklin Street Bloomfield, NJ 07003",
Stratford High School,"245 King St, Stratford, CT 06615",
Urban Academy Laboratory High School,"317 E 67th St New York, NY 10021",
Raritan High School,"419 Middle Road Hazlet, NJ 07730",
Ralph R. McKee Career & Technical High School,"290 St Marks Pl Staten Island, NY 10301",
Williamsburg High School for Architecture & Design,"257 N 6th St Brooklyn, NY 11211",
A. Philip Randolph Campus High School,"433 W 135th St New York, NY 10031",
Khalil Gibran International Academy,"362 Schermerhorn St Brooklyn, NY 11217",
TEAM Academy Charter School,"60 Park Place Newark, NJ 07102",
Roosevelt High School Early College Studies,"631 Tuckahoe Rd Yonkers, NY 10710",
Arthur L. Johnson High School,"365 Westfield Avenue Clark, NJ 07066",
East Side Community School,"420 E 12th St New York, NY 10009",
Clifton High School,"333 Colfax Avenue Clifton, NJ 07013",
University Heights High School,"701 St Anns Ave Bronx, NY 10455",
Freeport High School,"50 S Brookside Ave Freeport, NY 11520",
Urban Assembly Maker Academy,"411 Pearl St New York, NY 10038",
New Heights Academy Charter School,"1818 Amsterdam Ave New York, NY 10031",
Fordham High School for the Arts,"500 E Fordham Rd Bronx, NY 10458",
Harlem Children's Zone Promise Academy Charter School,"245 W 129th St New York, NY 10027",
Middlesex County Vocational School - Piscataway Campus School of Career Development,"21 Suttons Lane Piscataway, NJ 08854",
Harvest Collegiate High School,"34 W 14th St New York, NY 10011",
Benjamin Banneker Academy,"71-77 Clinton Ave Brooklyn, NY 11238",
International High School at Union Square,"40 Irving Pl New York, NY 10003",
Hillcrest High School,"160-05 Highland Ave Jamaica, NY 11432",
Manhattan International High School,"317 E 67th St New York, NY 10021",
M.S./H.S. 141 - Riverdale/Kingsbridge Academy,"660 W 237th St Bronx, NY 10463",
Manhattan Comprehensive Night & Day High School,"240 2nd Ave New York, NY 10003",
Manville High School,"1100 Brooks Boulevard Manville, NJ 08835",
Middlesex County Vocational & Technical School (MCVTS) - East Brunswick,"112 Rues Lane East Brunswick, NJ 08816",
Union Senior High School,"2350 North Third Street Union, NJ 07083",
Belmont Preparatory High School,"500 E Fordham Rd Bronx, NY 10458",
The Celia Cruz Bronx High School Of Music,"2780 Reservoir Ave Bronx, NY 10468",
North 13th Street Technical School,"300 N 13th St Newark, NJ 07107",
Flushing International High School,"144-80 Barclay Ave Flushing, NY 11355",
Carteret High School,"199 Washington Avenue Carteret, NJ 07008",
Port Richmond High School,"85 St Josephs Ave Staten Island, NY 10302",
P.S. 47 The American Sign Language & English Secondary School,"223 E 23rd St New York, NY 10010",
School of Health Science,"5-7 Colt St Paterson, NJ 07505",
Queens Technical High School,"37-02 47th Ave Long Island City, NY 11101",
Wallington Junior/Senior High School,"234 Main Ave Wallington, NJ 07057",
William Cullen Bryant High School,"48-10 31st Ave, NY 11103",
West Caldwell Technical School,"620 Passaic Ave West Caldwell, NJ 07006",
Achievement First - East New York School,"557 Pennsylvania Ave Brooklyn, NY 11207",
Bronx Academy for Software Engineering (Base),"2474 Crotona Ave Bronx, NY 10458",
High School of Computers & Technology,"800 E Gun Hill Rd Bronx, NY 10467",
Central Regional High School,"509 Forest Hills Parkway Bayville, NJ 08721",
Long Branch High School,"404 Indiana Avenue Long Branch, NJ 07740",
Manhattan Business Academy,"351 W 18th St New York, NY 10011",
Hoboken Junior Senior High School,"800 Clinton St, Hoboken, NJ 07030",
Brooklyn Preparatory High School,"257 N 6th St Brooklyn, NY 11211",
Academy of Law & Public Safety,"255 West End Avenue Long Branch, NJ 07740",
New Visions Charter High School for the Humanities II,"455 Southern Blvd Bronx, NY 10455",
Middle College High School,"45-35 Van Dam St, NY 11101",
Humanities Preparatory Academy,"351 W 18th St New York, NY 10011",
Westbury High School,"1 Post Rd Old Westbury, NY 11568",
Frances Perkins Academy,"50 Bedford Ave Brooklyn, NY 11222",
Lower Manhattan Arts Academy,"350 Grand St New York, NY 10002",
Arts High School,Arts High School,
Discovery High School,"2780 Reservoir Ave Bronx, NY 10468",
Cypress Hills Collegiate Preparatory School,"999 Jamaica Ave Brooklyn, NY 11208",
North Arlington High School,"222 Ridge Road North Arlington, NJ 07031",
The Cinema School,"1551 E 172nd St Bronx, NY 10472",
Bronx High School of Business,"240 E 172nd St Bronx, NY 10457",
Neptune High School,"55 Neptune Boulevard Neptune, NJ 07753",
Bogota Junior/Senior High School,"2 Henry C Luthin Place Bogota, NJ 07603",
Queens High School of Teaching,"74-20 Commonwealth Blvd Bellerose, NY 11426",
City Polytechnic High School,"105 Tech Pl Brooklyn, NY 11201",
Manchester Township High School,"101 S Colonial Dr Manchester, NJ 08759",
South Amboy Middle/High School,South Amboy Middle/High School,
Cliffside Park High School,"538 Palisade Avenue Cliffside Park, NJ 07010",
Cicely L. Tyson Community School of Performing & Fine Arts - Secondary School,"35 Winans Street East Orange, NJ 07017",
Bronx Health Sciences High School,"750 Baychester Ave Bronx, NY 10475",
Academy of Innovative Technology High School,"999 Jamaica Ave Brooklyn, NY 11208",
New Design High School,"350 Grand St New York, NY 10002",
North Plainfield High School,"34 Wilson Ave N Plainfield, NJ 07060",
The Brooklyn Academy of Global Finance,"125 Stuyvesant Ave Brooklyn, NY 11221",
Harry S. Truman High School,"750 Baychester Ave Bronx, NY 10475",
Central Islip Senior High School,"85 Wheeler Rd Central Islip, NY 11722",
Manhattan Early College School for Advertising,"411 Pearl St New York, NY 10038",
Mott Hall Bronx High School,"1595 Bathgate Ave Bronx, NY 10457",
Chelsea Career & Technical Education High School,"131 Ave Of The Americas New York, NY 10013",
Uniondale High School,"933 Goodrich St Uniondale, NY 11553",
Biotechnology Research & Zoological Sciences at the Fairchild Wheeler Campus,"840 Old Town Road Bridgeport, CT 06606",
Pathways in Technology Early College High School,"150 Albany Ave Brooklyn, NY 11213",
School of Science Technology Engineering & Mathematics,"61-127 Preakness Avenue Paterson, NJ 07502",
Bronx High School for Law & Community Service,"500 E Fordham Rd Bronx, NY 10458",
Institute for Health Professionals at Cambria Heights,"207-01 116th Ave Cambria Heights, NY 11411",
Abraham Lincoln High School,"2800 Ocean Pkwy Brooklyn, NY 11235",
Grover Cleveland High School,"21-27 Himrod St Ridgewood, NY 11385",
Northside Charter High School,"424 Leonard Street Brooklyn, NY 11222",
Newtown High School,"48-01 90th St Elmhurst, NY 11373",
The Urban Assembly School for Global Commerce,"2005 Madison Ave New York, NY 10035",
Westchester Square Academy,"3000 E Tremont Ave Bronx, NY 10461",
John Bowne High School,"63-25 Main St Flushing, NY 11367",
Harlem Village Academies,"35 West 124th Street New York, NY 10027",
Pan American International High School,"45-10 94th St Elmhurst, NY 11373",
Union City High School,"2500 John F. Kennedy Blvd, Union City, NJ 07087",
Long Island City High School,Long Island City High School,
Liberty High School Academy for Newcomers,"250 W 18th St New York, NY 10011",
Eximius College Preparatory Academy,"1363 Fulton Ave Bronx, NY 10456",
Innovation Diploma Plus,"145 W 84th St New York, NY 10024",
Urban Assembly Academy of Government & Law,"350 Grand St New York, NY 10002",
High School for Law & Public Service,"549 Audubon Ave New York, NY 10040",
Middlesex County Vocational School - East Brunswick Campus School of Career Development,"112 Rues Lane East Brunswick, NJ 08816",
Urban Assembly School of Design & Construction,"525 W 50th St New York, NY 10019",
Plainfield Academy for the Arts & Advanced Studies (PAAAS),"1700 West Front St Plainfield, NJ 07063",
Essex Street Academy,"350 Grand St New York, NY 10002",
Repertory Company High School for Theatre Arts,"123 W 43rd St New York, NY 10036",
Ramapo High School,"400 Viola Rd Spring Valley, NY 10977",
Academy for Conservation & the Environment,"6565 Flatlands Ave Brooklyn, NY 11236",
Sunset Park High School,"153 35th St Brooklyn, NY 11232",
Great Oaks Legacy Charter School,"24 Maiden Lane Newark, NJ 07102",
Young Women's Leadership School of Brooklyn,"325 Bushwick Ave Brooklyn, NY 11206",
Hudson High School of Learning Technologies,"351 W 18th St New York, NY 10011",
Lincoln High School,"375 Kneeland Ave Yonkers, NY 10704",
Dreamyard Preparatory School,"240 E 172nd St Bronx, NY 10457",
John Adams High School,"101-01 Rockaway Blvd Ozone Park, NY 11417",
Multicultural High School,"999 Jamaica Ave, NY 11208",
Hyde Leadership Charter School,"730 Bryant Ave Bronx, NY 10474",
East New York Family Academy,"2057 Linden Blvd Brooklyn, NY 11207",
Unity Center for Urban Technologies,"111 E 33rd St New York, NY 10016",
Mott Haven Community High School,"455 Southern Blvd Bronx, NY 10455",
Academy for Language & Technology,"1700 Macombs Rd Bronx, NY 10453",
Urban Assembly School for Collaborative Healthcare,"999 Jamaica Ave Brooklyn, NY 11208",
International High School at Lafayette,"2630 Benson Ave Brooklyn, NY 11214",
High School for Energy & Technology,"2474 Crotona Ave Bronx, NY 10458",
"High School for Enterprise, Business and Technology","850 Grand St Brooklyn, NY 11211",
"High School for Law, Advocacy & Community Justice","122 Amsterdam Ave New York, NY 10023",
Professional Pathways High School,Professional Pathways High School,
School of Earth & Space Science,"201 Memorial Drive Paterson, NJ 07505",
"New York City Charter High School for Architecture, Engineering & Construction Industries","838 Brook Ave Bronx, NY 10454",
Memorial Senior High School,"375 River Dr Elmwood Park, NJ 07407",
Bound Brook High School,"111 West Union Avenue Bound Brook, NJ 08805",
High School of Applied Communications,"30-20 Thomson Ave Long Island City, NY 11101",
William L. Dickinson High School,"2 Palisade Ave Jersey City, NJ 07306",
Bronx River High School,"3000 E Tremont Ave Bronx, NY 10461",
Gramercy Arts High School,"40 Irving Pl New York, NY 10003",
Brooklyn Frontiers High School,"112 Schermerhorn St Brooklyn, NY 11201",
Middlesex County Vocational & Technical School (MCVTS) - Perth Amboy,"457 High Street Perth Amboy, NJ 08861",
Business of Sports School,"439 W 49th St New York, NY 10019",
Brooklyn Secondary School for Collaborative Studies,"610 Henry St Brooklyn, NY 11231",
Rahway High School,"1012 Madison Ave Rahway, NJ 07065",
Renaissance High School for Musical Theater & Technology,"3000 E Tremont Ave Bronx, NY 10461",
New Visions Charter High School - Adv. Math/Science IV,"156-10 Baisley Blvd, NY 11434",
Brick Township High School,Brick Township High School,
International High School at Prospect Heights,"883 Classon Ave Brooklyn, NY 11225",
Mather Building Arts & Craftsmanship High School,"439 W 49th St, NY 10019",
Mott Hall V School,"1551 E 172nd St Bronx, NY 10472",
"Queens High School for Information, Research & Technology","Far Rockaway, NY 11691",
Middlesex County Vocational & Technical School (MCVTS) - Piscataway,"21 Suttons Lane Piscataway, NJ 08854",
Manhattan Academy for Arts & Languages,"111 E 33rd St New York, NY 10016",
FDNY High School for Fire & Life Safety,"400 Pennsylvania Ave Brooklyn, NY 11207",
Park Slope Collegiate,"237 7th Ave Brooklyn, NY 11215",
Urban Assembly School for Media Studies,"122 Amsterdam Ave New York, NY 10023",
Quest to Learn Middle School,"351 W 18th St New York, NY 10011",
Broome Street Academy Charter High School,"121 Ave Of The Americas New York, NY 10013",
Herbert H. Lehman High School,"3000 E Tremont Ave Bronx, NY 10461",
Vanguard High School,"317 E 67th St, NY 10021",
World View High School,"100 W Mosholu Pkwy S, The Bronx, NY 10468",
School of Architecture & Construction Trades,"61-127 Preakness Avenue Paterson, NJ 07502",
Amityville Memorial High School,"250 Merrick Rd Amityville, NY 11701",
Comprehensive Model School Project - M.S. 327,"1501 Jerome Ave Bronx, NY 10452",
Bronx Collegiate Academy,"240 E 172nd St Bronx, NY 10457",
Manchester Regional High School,"70 Church Street Haledon, NJ 07508",
Bronx Envision Academy,"1619 Boston Rd Bronx, NY 10460",
Young Women's Leadership School of the Bronx,"1865 Morris Ave Bronx, NY 10453",
Kingsbridge International High School,"2780 Reservoir Ave Bronx, NY 10468",
Bronx Arena High School,"1440 Story Ave Bronx, NY 10473",
Kearny High School,"336 Devon St Kearny, NJ 07032",
Nelson Mandela High School,"250 Gramatan Ave Mount Vernon, NY 10550",
Bronx Aerospace High School,"800 E Gun Hill Rd Bronx, NY 10467",
David Brearley Middle/High School,"401 Monroe Avenue Kenilworth, NJ 07033",
Hopatcong High School,"2 A Windsor Ave Hopatcong, NJ 07843",
Brooklyn High School of the Arts,"345 Dean st Brooklyn, NY 11217",
International High School,"200 Grand Street Paterson, NJ 07501",
New Visions Charter High School: Advanced Math & Science III,"3000 Ave, NY 11235",
Bronx Guild High School,"1980 Lafayette Ave Bronx, NY 10473",
Brooklyn Studio Secondary School,"8310 21st Ave Brooklyn, NY 11214",
Excelsior Preparatory,"143-10 Springfield Blvd Springfield Gardens, NY 11413",
Clark Academy,"71 S Broadway Dobbs Ferry, NY 10522",
City College Academy of the Arts,"4600 Broadway New York, NY 10040",
Voyages Prep-South Queens,"156-10 Baisley Blvd, NY 11434",
High School for Language & Innovation,"925 Astor Ave Bronx, NY 10469",
Landmark High School,"351 W 18th St New York, NY 10011",
Williamsburg Charter High School,"198 Varet St Brooklyn, NY 11206",
Martin Van Buren High School,"230-17 Hillside Ave Queens Village, NY 11427",
World Journalism Preparatory School,"34-65 192nd St, NY 11358",
Voyages Preparatory,"45-10 94th St Elmhurst, NY 11373",
Orchard Collegiate Academy,"220 Henry St New York, NY 10002",
Channel View School for Research,"100-00 Beach Channel Dr Rockaway Park, NY 11694",
Fordham Leadership Academy,Fordham Leadership Academy,
Thornton High School,"121 S 6th Ave Mount Vernon, NY 10550",
Millenium Art Academy,"1980 Lafayette Ave Bronx, NY 10473",
The Urban Assembly School for Green Careers,"145 W 84th St New York, NY 10024",
Linden High School,"121 W St Georges Ave, Linden, NJ 07036",
West Brooklyn Community High School,"1053 41st St Brooklyn, NY 11218",
Urban Assembly School for Applied Math & Science,"1595 Bathgate Ave Bronx, NY 10457",
Murray Hill Academy,"111 E 33rd St New York, NY 10016",
Bronx Compass High School,"1980 Lafayette Ave Bronx, NY 10473",
Keyport High School,"351 Broad Street Keyport, NJ 07735",
Queens Collegiate: A College Board School,"167-01 Gothic Dr, NY 11432",
Morris Academy for Collaborative Studies,"1110 Boston Rd Bronx, NY 10456",
Life Academy High School for Film & Music,"2630 Benson Ave Brooklyn, NY 11214",
The Global Learning Collaborative,"145 W 84th St New York, NY 10024",
Bedford Stuyvesant Preparatory High School,"832 Marcy Ave Brooklyn, NY 11216",
Bronx Community High School,"1980 Lafayette Ave Bronx, NY 10473",
Bronx Early College Academy for Teaching & Learning,"250 E 164th St Bronx, NY 10456",
The Heritage School,"1680 Lexington Ave New York, NY 10029",
Academy Charter High School,"1725 Main Street Lake Como, NJ 07719",
Bronx Theatre High School,"99 Terrace View Ave Bronx, NY 10463",
Spring Valley High School,Spring Valley High School,
Gregorio Luperon High School for Science & Mathematics,"501 W 165th St New York, NY 10032",
Yonkers Montessori Academy,"160 Woodlawn Ave Yonkers, NY 10704",
International High School for Health Sciences,"48-01 90th St Elmhurst, NY 11373",
East Side High School,"238 Van Buren St Newark, NJ 07105",
Pelham Lab High School,"3000 E Tremont Ave Bronx, NY 10461",
Alfred E. Smith Career & Technical High School,"333 E 151st St Bronx, NY 10451",
The Facing History School,"525 W 50th St New York, NY 10019",
Union County TEAMS Charter School,Union County TEAMS Charter School,
"Science Skills Center High School For Science, Technology & The Creative Arts","49 Flatbush Ave Ext Brooklyn, NY 11201",
Academy of Urban Planning,"400 Irving Ave Brooklyn, NY 11237",
UFT Charter School,UFT Charter School,
Transit Tech Career & Technical Education High School,"1 Wells St Brooklyn, NY 11208",
Cambria Heights Academy,"188-04 91st Ave Hollis, NY 11423",
Green School: An Academy for Environmental Careers,"223 Graham Ave Brooklyn, NY 11206",
Bushwick School for Social Justice,"400 Irving Ave Brooklyn, NY 11237",
John Jay School for Law,"237 7th Ave Brooklyn, NY 11215",
Richmond Hill High School,"89-30 114th St Richmond Hill, NY 11418",
Bronxdale High School,"925 Astor Ave Bronx, NY 10469",
Community Health Academy of the Heights,"504 W 158th St New York, NY 10033",
International School for Liberal Arts,"2780 Reservoir Ave Bronx, NY 10468",
Urban Action Academy,"1600 Rockaway Pkwy Brooklyn, NY 11236",
Rosa L. Parks School of Fine & Performing Arts,"413 12th Avenue Paterson, NJ 07514",
Bronx Leadership Academy II High School,"730 A Concourse Village W, The Bronx, NY 10451",
Hostos-Lincoln Academy of Science,"600 St Anns Ave Bronx, NY 10455",
M.E.T.S. Charter School,"211 Sherman Ave Jersey City, NJ 07307",
M.S. 223 - Laboratory School of Finance & Technology,"360 E 145th St Bronx, NY 10454",
Brooklyn Academy High School,"832 Marcy Ave Brooklyn, NY 11216",
John W. Lavelle Preparatory Charter School,"1 Teleport Dr, Staten Island, NY 10311",
Rockaway Collegiate High School,"100-00 Beach Channel Dr Rockaway Park, NY 11694",
Inwood Early College for Health & Information Technologies,"650 Academy St New York, NY 10034",
Astor Collegiate Academy,"925 Astor Ave Bronx, NY 10469",
Brooklyn Generation School,"6565 Flatlands Ave Brooklyn, NY 11236",
Bronx High School for Medical Science,"240 E 172nd St Bronx, NY 10457",
Crotona Academy High School,"1211 Southern Blvd Bronx, NY 10459",
Cascades High School,"198 Forsyth St New York, NY 10002",
Satellite Academy High School,"120 W 30th St New York, NY 10001",
Leadership & Public Service High School,"90 Trinity Pl New York, NY 10006",
Greenburgh Academy,"108 Shonnard Pl Yonkers, NY 10701",
M.S./H.S. 368 - In-Tech Academy,"2975 Tibbetts Ave Bronx, NY 10463",
Barack Obama Academy for Academic & Civic Development (BOAACD),"1200 Myrtle Ave Plainfield, NJ 07063",
Leadership Institute,"1701 Fulton Ave Bronx, NY 10457",
Eagle Academy for Young Men,"4143 3rd Ave Bronx, NY 10457",
Rockaway Park High School for Environmental Sustainability,"100-00 Beach Channel Dr Rockaway Park, NY 11694",
The Bridge Academy,"160 Pulaski Street Bridgeport, CT 06608",
Jill Chaifetz Transfer High School,"778 Forest Ave Bronx, NY 10456",
Performing Arts & Technology High School,"400 Pennsylvania Ave Brooklyn, NY 11207",
Bronx International High School,"1110 Boston Rd Bronx, NY 10456",
Concord High School,"109 Rhine Ave Staten Island, NY 10304",
Peekskill High School,"1072 Elm St Peekskill, NY 10566",
Bronx Bridges High School,"1980 Lafayette Ave Bronx, NY 10473",
James Baldwin School,"351 W 18th St New York, NY 10011",
Preparatory Academy For Writers,"143-10 Springfield Blvd Springfield Gardens, NY 11413",
Independence High School,"850 10th Ave New York, NY 10019",
High School for Law Enforcement & Public Safety,"116-25 Guy R Brewer Blvd Jamaica, NY 11434",
Bronx Latin School,"800 Home St Bronx, NY 10456",
Food & Finance High School,"525 W 50th St New York, NY 10019",
Explorations Academy,"1619 Boston Rd Bronx, NY 10460",
Riverside High School,"565 Warburton Ave Yonkers, NY 10701",
Health Opportunities High School,"350 Gerard Ave Bronx, NY 10451",
Progress High School for Professional Careers,"850 Grand St Brooklyn, NY 11211",
Boerum School for International Studies,"284 Baltic St Brooklyn, NY 11201",
Brooklyn Lab School,"999 Jamaica Ave Brooklyn, NY 11208",
Brooklyn Lab School,"999 Jamaica Ave Brooklyn, NY 11208",
Gorton High School,"100 Shonnard Pl Yonkers, NY 10703",
Epic High School North,"94-25 117th St, South Richmond Hill, NY 11419",
Belleville High School,"100 Passaic Ave Belleville, NJ 07109",
J.M. Wright Technical High School,"120 Bridge St Stamford, CT 06905",
Secondary School for Journalism,"237 7th Ave Brooklyn, NY 11215",
Pan American International High School at Monroe,"1300 Boynton Ave Bronx, NY 10472",
Washington Heights Expeditionary Learning School,"511 W 182nd St New York, NY 10033",
Antonia Pantoja Preparatory Academy,"1980 Lafayette Ave Bronx, NY 10473",
American History High School,"74 Montgomery St Newark, NJ 07103",
Gotham Professional Arts Academy,"265 Ralph Ave Brooklyn, NY 11233",
Richard R. Green High School of Teaching,"26 Broadway New York, NY 10004",
George Westinghouse Career & Technical Education High School,"105 Tech Pl Brooklyn, NY 11201",
Garfield High School,"500 Palisade Ave Garfield, NJ 07026",
Longwood Preparatory Academy,"965 Longwood Ave Bronx, NY 10459",
Stamford Academy,"229 North St Stamford, CT 06901",
Paterson Charter School for Science & Technology,"276 Wabash Avenue Paterson, NJ 07503",
Brooklyn Community Arts & Media High School (BCAM),"300 Willoughby Ave Brooklyn, NY 11205",
Academy for Young Writers,"1065 Elton St Brooklyn, NY 11208",
Brooklyn Theatre Arts High School,"6565 Flatlands Ave Brooklyn, NY 11236",
High School of Sports Management,"2630 Benson Ave Brooklyn, NY 11214",
Marta Valle High School,"145 Stanton St New York, NY 10002",
Bronx Academy of Health Careers,"800 E Gun Hill Rd Bronx, NY 10467",
Thomas Jefferson Arts Academy,NJ 07202,
The School for Classics,"370 Fountain Ave Brooklyn, NY 11208",
Harlem Children's Zone Promise Academy II Charter School,"35 E 125th St New York, NY 10035",
Newark Early College High School,"403 South Orange Avenue Newark, NJ 07103",
Life Sciences Secondary School,"320 E 96th St New York, NY 10128",
Flushing High School,"35-01 Union St Flushing, NY 11354",
Fannie Lou Hamer Freedom School,"1021 Jennings St Bronx, NY 10460",
Frederick Douglass Academy,"2581 7th Ave New York, NY 10039",
Achievement First Voyager Charter School,"1485 Pacific Street Brooklyn, NY 11216",
Central High School,"250 18th Avenue Newark, NJ 07103",
Wyandanch Memorial High School,"54 S 32nd St Wyandanch, NY 11798",
Waldeigh Secondary School For The Performing & Visual Arts,"215 W 114th St New York, NY 10026",
High School for Youth & Community Development,"911 Flatbush Ave Brooklyn, NY 11226",
International Community High School,"345 Brook Ave Bronx, NY 10454",
Pablo Neruda Academy for Architecture & World Studies,"1980 Lafayette Ave Bronx, NY 10473",
John E. Dwyer Technical Academy,"123 Pearl St Elizabeth, NJ 07202",
Holcombe L. Rucker School of Community Research,"965 Longwood Ave Bronx, NY 10459",
Epic High School-South,"121-10 Rockaway Blvd South Ozone Park, NY 11420",
Harrison High School,"401 Kingsland Avenue Harrison, NJ 07029",
"Archimedes Academy for Math, Science & Technology Applications","456 White Plains Rd Bronx, NY 10473",
Aspirations Diploma Plus High School,"1495 Herkimer St Brooklyn, NY 11233",
Benjamin Franklin High School for Finance & Information Technology,"207-01 115th Ave Cambria Heights, NY 11411",
Mount Vernon High School,"100 California Rd Mount Vernon, NY 10552",
Keansburg High School,"140 Port Monmouth Road Keansburg, NJ 07734",
Bridgeport Military Academy,"160 Iranistan Avenue Bridgeport, CT 06605",
Birchwood School,"214 Sickletown Rd West Nyack, NY 10994",
East Brooklyn Community High School,"9517 Kings Hwy Brooklyn, NY 11212",
The Bronx Preparatory Academy,"921 E 228th St Bronx, NY 10466",
Queens Satellite High School For Opportunity,"162-02 Hillside Ave Jamaica, NY 11432",
School for Excellence,"1100 Boston Rd Bronx, NY 10456",
Bronx Engineering & Technology Academy,"99 Terrace View Ave, NY 10458",
Validus Preparatory Academy,"1595 Bathgate Ave Bronx, NY 10457",
High School for Teaching & the Professions,High School for Teaching and the Professions,
New Brunswick High School,"1000 Somerset St New Brunswick, NJ 08901",
It Takes a Village Academy,"5800 Tilden Ave Brooklyn, NY 11203",
Edward A. Reynolds West Side High School,"140 W 102nd St New York, NY 10025",
High School for Civil Rights,"400 Pennsylvania Ave Brooklyn, NY 11207",
Orange High School,"400 Lincoln Ave Orange, NJ 07050",
Bronx Career & College Preparatory High School,"800 Home St Bronx, NY 10456",
High School for Service & Learning at Erasmus,"911 Flatbush Ave Brooklyn, NY 11203",
High School for Medical Professions,"1600 Rockaway Pkwy Brooklyn, NY 11236",
Providing Urban Learners Success in Education High School,"560 E 179th St Bronx, NY 10455",
